,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
East Timor,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,9342.0,16.0,8.0,43.0,,392.0,21.0,463.0,9.0,16.0,1140.0,87.0,0.0,6.0,9.0,289.0,11.0,14.0,14.0,12.0,20.0,,122.0,132.0,29.0,103.0,10.0,10.0,,6.0,36.0,19.0,1658.0,13.0,3669.0,207.0,,42.0,10.0,5.0,141.0,26.0,36.0,40.0,0.0,15.0,205.0,,4.0,43.0,,125.0,27.0,6.0,22.0,
Egypt,8988.0,24.0,,48.0,4.0,1328.0,24.0,106.0,37.0,15.0,373.0,109.0,0.0,10.0,0.0,224.0,65.0,17.0,20.0,25.0,48.0,3.0,149.0,293.0,137.0,87.0,11.0,38.0,,10.0,23.0,19.0,1571.0,4.0,1727.0,180.0,,153.0,13.0,44.0,408.0,,10.0,37.0,8.0,521.0,380.0,,0.0,9.0,5.0,509.0,123.0,4.0,27.0,0.0
El Salvador,16256.0,22.0,18.0,79.0,150.0,5026.0,125.0,56.0,15.0,221.0,563.0,297.0,0.0,3.0,8.0,120.0,90.0,87.0,69.0,27.0,44.0,8.0,1258.0,600.0,35.0,71.0,8.0,55.0,3.0,79.0,278.0,9.0,497.0,12.0,1770.0,319.0,3.0,53.0,25.0,51.0,76.0,8.0,42.0,27.0,8.0,65.0,2051.0,0.0,,98.0,0.0,1561.0,134.0,9.0,19.0,
Equatorial Guinea,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,2643.0,8.0,,70.0,0.0,305.0,111.0,4.0,0.0,68.0,35.0,163.0,0.0,0.0,8.0,64.0,25.0,84.0,17.0,13.0,4.0,,173.0,50.0,23.0,68.0,0.0,44.0,,5.0,64.0,0.0,17.0,0.0,108.0,77.0,3.0,75.0,28.0,36.0,62.0,0.0,14.0,,79.0,34.0,277.0,,0.0,22.0,0.0,171.0,210.0,5.0,11.0,0.0
Estonia,227.0,,0.0,,0.0,30.0,5.0,4.0,0.0,0.0,44.0,3.0,0.0,3.0,0.0,12.0,,,,0.0,,0.0,4.0,,5.0,3.0,0.0,0.0,0.0,0.0,,0.0,11.0,,39.0,6.0,0.0,7.0,0.0,3.0,6.0,0.0,,,0.0,,7.0,0.0,0.0,,0.0,8.0,10.0,0.0,,0.0
Ethiopia,14544.0,50.0,26.0,220.0,16.0,1290.0,703.0,55.0,6.0,530.0,239.0,791.0,0.0,,33.0,268.0,142.0,121.0,140.0,121.0,36.0,33.0,1399.0,360.0,131.0,1033.0,10.0,137.0,24.0,51.0,509.0,9.0,77.0,6.0,375.0,302.0,29.0,386.0,67.0,191.0,256.0,0.0,28.0,34.0,193.0,311.0,1106.0,,,97.0,6.0,1409.0,1017.0,29.0,130.0,5.0
Fiji,853.0,0.0,,7.0,0.0,681.0,,0.0,0.0,,6.0,0.0,,16.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,,,11.0,,0.0,0.0,,25.0,3.0,0.0,,0.0,0.0,0.0,8.0,,0.0,4.0,0.0,,60.0,0.0,3.0,0.0
Finland,348.0,0.0,,3.0,0.0,112.0,,3.0,0.0,4.0,36.0,5.0,0.0,0.0,0.0,8.0,,0.0,3.0,,,0.0,6.0,18.0,9.0,,4.0,3.0,0.0,0.0,4.0,,4.0,,34.0,6.0,0.0,,0.0,,4.0,,,3.0,3.0,0.0,32.0,0.0,0.0,,0.0,12.0,11.0,0.0,,
France,3862.0,9.0,0.0,35.0,15.0,830.0,37.0,59.0,5.0,46.0,421.0,106.0,,13.0,14.0,117.0,24.0,13.0,7.0,14.0,15.0,9.0,100.0,134.0,48.0,33.0,3.0,25.0,8.0,,34.0,6.0,150.0,7.0,757.0,38.0,5.0,39.0,10.0,34.0,101.0,6.0,16.0,25.0,,12.0,220.0,0.0,6.0,11.0,12.0,66.0,124.0,4.0,33.0,
French Polynesia,30.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
Gabon,197.0,3.0,,12.0,0.0,11.0,5.0,,0.0,0.0,6.0,15.0,0.0,,,,0.0,,0.0,0.0,,0.0,14.0,3.0,,3.0,0.0,,0.0,4.0,,0.0,,,34.0,,0.0,,3.0,0.0,11.0,0.0,14.0,,0.0,0.0,31.0,0.0,0.0,3.0,0.0,,,,0.0,0.0
Gambia,1159.0,6.0,13.0,8.0,,20.0,15.0,3.0,,3.0,16.0,120.0,0.0,0.0,0.0,13.0,,6.0,10.0,32.0,,,61.0,20.0,27.0,34.0,,6.0,0.0,5.0,,,6.0,3.0,295.0,51.0,0.0,51.0,3.0,6.0,27.0,0.0,14.0,4.0,0.0,29.0,53.0,0.0,,4.0,0.0,21.0,116.0,,45.0,0.0
Georgia,1341.0,5.0,0.0,,0.0,147.0,12.0,20.0,,9.0,39.0,14.0,0.0,3.0,3.0,34.0,,,0.0,6.0,,,22.0,14.0,11.0,5.0,,,,,6.0,4.0,169.0,,619.0,8.0,,18.0,,6.0,73.0,0.0,,3.0,,4.0,24.0,0.0,0.0,5.0,,24.0,13.0,,0.0,0.0
Germany,5812.0,78.0,11.0,101.0,20.0,939.0,110.0,88.0,15.0,36.0,542.0,194.0,0.0,44.0,19.0,190.0,41.0,25.0,31.0,44.0,37.0,14.0,114.0,164.0,196.0,65.0,9.0,59.0,13.0,16.0,50.0,9.0,182.0,37.0,702.0,170.0,5.0,102.0,38.0,60.0,171.0,10.0,18.0,80.0,6.0,63.0,394.0,7.0,5.0,36.0,5.0,162.0,212.0,7.0,57.0,9.0
Ghana,10592.0,24.0,11.0,62.0,10.0,271.0,179.0,263.0,65.0,32.0,152.0,513.0,0.0,6.0,10.0,373.0,55.0,23.0,23.0,46.0,22.0,8.0,819.0,662.0,76.0,166.0,6.0,58.0,,17.0,29.0,14.0,924.0,8.0,2565.0,212.0,11.0,645.0,62.0,27.0,337.0,,63.0,26.0,8.0,101.0,408.0,0.0,0.0,33.0,10.0,997.0,101.0,9.0,40.0,6.0
Gibraltar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,1054.0,3.0,0.0,10.0,3.0,115.0,4.0,27.0,4.0,8.0,73.0,12.0,0.0,3.0,0.0,77.0,11.0,,4.0,3.0,3.0,,28.0,93.0,17.0,,0.0,6.0,0.0,0.0,6.0,10.0,58.0,,250.0,10.0,0.0,26.0,3.0,7.0,43.0,,5.0,14.0,0.0,5.0,43.0,,0.0,,,36.0,14.0,0.0,7.0,0.0
Greenland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,671.0,,0.0,0.0,0.0,7.0,,8.0,,,39.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,29.0,8.0,3.0,,0.0,,0.0,0.0,,3.0,21.0,0.0,480.0,5.0,0.0,,,0.0,,0.0,,,0.0,4.0,19.0,0.0,9.0,0.0,0.0,3.0,5.0,0.0,,0.0
Guatemala,10341.0,134.0,7.0,145.0,55.0,3447.0,85.0,135.0,38.0,26.0,792.0,346.0,0.0,3.0,16.0,329.0,55.0,67.0,81.0,45.0,34.0,5.0,254.0,401.0,72.0,63.0,18.0,52.0,,212.0,160.0,6.0,440.0,16.0,579.0,152.0,,39.0,46.0,146.0,86.0,12.0,293.0,51.0,45.0,113.0,630.0,,,81.0,0.0,367.0,120.0,0.0,32.0,4.0
Guinea,1656.0,13.0,0.0,10.0,,25.0,4.0,11.0,12.0,6.0,16.0,91.0,0.0,0.0,0.0,29.0,32.0,7.0,,5.0,,0.0,113.0,30.0,13.0,46.0,0.0,5.0,0.0,0.0,4.0,,42.0,0.0,790.0,25.0,4.0,78.0,0.0,0.0,96.0,0.0,7.0,,3.0,21.0,41.0,0.0,0.0,6.0,0.0,31.0,27.0,,4.0,0.0
Guinea-Bissau,47.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
Guyana,5683.0,,,10.0,,32.0,,76.0,16.0,11.0,413.0,147.0,0.0,0.0,0.0,15.0,,3.0,0.0,3.0,6.0,,162.0,33.0,9.0,53.0,,5.0,0.0,4.0,,0.0,465.0,0.0,3969.0,20.0,0.0,24.0,3.0,0.0,69.0,,3.0,10.0,0.0,10.0,49.0,0.0,9.0,0.0,4.0,28.0,7.0,,0.0,0.0
Haiti,22818.0,17.0,4.0,43.0,9.0,107.0,28.0,499.0,149.0,8.0,11860.0,320.0,0.0,4.0,6.0,126.0,58.0,13.0,15.0,42.0,55.0,12.0,251.0,1912.0,40.0,43.0,8.0,50.0,3.0,6.0,17.0,11.0,1787.0,,4038.0,89.0,8.0,48.0,11.0,32.0,464.0,7.0,70.0,11.0,3.0,58.0,107.0,,161.0,15.0,5.0,121.0,41.0,7.0,16.0,0.0
Honduras,6884.0,23.0,4.0,41.0,42.0,777.0,52.0,67.0,14.0,37.0,1341.0,178.0,0.0,3.0,10.0,123.0,68.0,35.0,39.0,20.0,295.0,4.0,181.0,158.0,53.0,44.0,27.0,60.0,,24.0,73.0,9.0,384.0,15.0,819.0,211.0,0.0,41.0,23.0,30.0,55.0,8.0,18.0,44.0,,82.0,894.0,,0.0,35.0,,314.0,59.0,4.0,41.0,0.0
Hong Kong,2104.0,3.0,0.0,14.0,,896.0,12.0,17.0,0.0,4.0,42.0,15.0,,23.0,4.0,59.0,15.0,5.0,,,5.0,0.0,37.0,89.0,16.0,10.0,3.0,14.0,0.0,,12.0,,67.0,,394.0,16.0,0.0,23.0,,13.0,34.0,,4.0,,,6.0,82.0,0.0,3.0,12.0,,36.0,95.0,0.0,7.0,0.0
Hungary,1054.0,6.0,4.0,15.0,,164.0,19.0,24.0,0.0,4.0,195.0,21.0,0.0,5.0,,25.0,4.0,4.0,,7.0,4.0,3.0,18.0,20.0,17.0,7.0,3.0,7.0,0.0,0.0,17.0,9.0,65.0,4.0,167.0,17.0,,20.0,3.0,6.0,32.0,0.0,0.0,8.0,0.0,9.0,51.0,0.0,,,0.0,35.0,20.0,3.0,,0.0
Iceland,103.0,,0.0,6.0,0.0,17.0,0.0,,0.0,0.0,17.0,5.0,,0.0,0.0,,,0.0,,0.0,,0.0,6.0,5.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,,4.0,0.0,0.0
India,66434.0,330.0,18.0,978.0,320.0,13951.0,483.0,1143.0,298.0,46.0,1937.0,2234.0,0.0,24.0,91.0,4477.0,710.0,292.0,306.0,298.0,228.0,48.0,1611.0,1966.0,1653.0,798.0,139.0,597.0,21.0,149.0,232.0,188.0,7623.0,90.0,4621.0,1476.0,36.0,1534.0,259.0,457.0,2317.0,,109.0,334.0,22.0,573.0,5844.0,,6.0,159.0,36.0,2473.0,2180.0,66.0,632.0,15.0
Indonesia,2603.0,9.0,5.0,29.0,16.0,950.0,56.0,10.0,,12.0,71.0,90.0,3.0,13.0,5.0,64.0,14.0,5.0,9.0,,8.0,5.0,64.0,41.0,23.0,21.0,,19.0,3.0,,34.0,39.0,88.0,5.0,226.0,21.0,,35.0,17.0,30.0,136.0,,,7.0,,19.0,174.0,,,8.0,0.0,78.0,101.0,4.0,16.0,6.0
Iran,12916.0,26.0,4.0,223.0,13.0,6591.0,105.0,62.0,,40.0,360.0,311.0,,8.0,25.0,268.0,51.0,23.0,42.0,54.0,40.0,7.0,451.0,231.0,123.0,56.0,14.0,69.0,,30.0,138.0,17.0,188.0,24.0,387.0,121.0,6.0,106.0,89.0,103.0,153.0,,18.0,28.0,6.0,94.0,1160.0,0.0,0.0,75.0,0.0,567.0,361.0,16.0,23.0,4.0
Iraq,20369.0,56.0,9.0,929.0,14.0,3926.0,301.0,131.0,6.0,21.0,402.0,322.0,0.0,,129.0,1180.0,132.0,104.0,51.0,349.0,80.0,146.0,233.0,624.0,3007.0,240.0,7.0,300.0,0.0,232.0,91.0,94.0,146.0,45.0,707.0,316.0,70.0,413.0,59.0,212.0,432.0,0.0,24.0,41.0,34.0,608.0,2278.0,,0.0,158.0,3.0,927.0,595.0,21.0,159.0,
Ireland,1514.0,7.0,0.0,17.0,,241.0,12.0,41.0,,5.0,75.0,23.0,0.0,5.0,3.0,77.0,6.0,,,8.0,3.0,,27.0,149.0,16.0,7.0,3.0,7.0,3.0,6.0,11.0,11.0,68.0,3.0,385.0,22.0,,15.0,,9.0,41.0,,9.0,11.0,0.0,7.0,71.0,0.0,0.0,,,29.0,58.0,4.0,6.0,0.0
Israel,4153.0,11.0,,37.0,8.0,925.0,41.0,16.0,4.0,15.0,442.0,86.0,0.0,17.0,5.0,128.0,14.0,11.0,27.0,14.0,18.0,,94.0,121.0,43.0,16.0,,33.0,,5.0,79.0,3.0,286.0,11.0,902.0,40.0,0.0,72.0,9.0,24.0,136.0,6.0,,19.0,,18.0,179.0,0.0,,5.0,4.0,48.0,152.0,,18.0,0.0
Italy,2673.0,11.0,,30.0,,436.0,27.0,50.0,4.0,24.0,386.0,40.0,,13.0,5.0,81.0,13.0,8.0,4.0,3.0,5.0,7.0,46.0,118.0,47.0,21.0,4.0,21.0,,,28.0,5.0,122.0,7.0,515.0,65.0,0.0,50.0,6.0,16.0,105.0,13.0,13.0,12.0,0.0,15.0,140.0,0.0,,9.0,3.0,70.0,53.0,4.0,10.0,0.0
Jamaica,20705.0,56.0,,56.0,13.0,264.0,67.0,1096.0,86.0,70.0,5420.0,951.0,0.0,7.0,6.0,179.0,43.0,10.0,11.0,17.0,57.0,37.0,670.0,593.0,75.0,30.0,59.0,70.0,,9.0,33.0,34.0,1178.0,8.0,7600.0,206.0,8.0,126.0,16.0,15.0,619.0,,34.0,129.0,0.0,44.0,282.0,0.0,21.0,5.0,14.0,262.0,44.0,22.0,44.0,5.0
Japan,6061.0,45.0,9.0,63.0,12.0,1832.0,61.0,48.0,7.0,18.0,200.0,114.0,41.0,486.0,19.0,206.0,68.0,26.0,22.0,23.0,23.0,5.0,68.0,153.0,156.0,50.0,12.0,45.0,,11.0,57.0,6.0,187.0,12.0,696.0,64.0,4.0,120.0,23.0,94.0,96.0,,9.0,23.0,7.0,48.0,281.0,4.0,33.0,34.0,11.0,121.0,253.0,10.0,31.0,9.0
Jordan,4099.0,25.0,0.0,47.0,11.0,559.0,27.0,29.0,,11.0,230.0,68.0,0.0,0.0,4.0,539.0,45.0,11.0,35.0,40.0,92.0,11.0,47.0,82.0,207.0,46.0,16.0,35.0,,12.0,13.0,3.0,270.0,15.0,321.0,97.0,,257.0,23.0,19.0,105.0,15.0,4.0,27.0,,99.0,302.0,0.0,6.0,14.0,0.0,165.0,41.0,5.0,63.0,0.0
Kazakhstan,1202.0,4.0,3.0,12.0,,175.0,29.0,7.0,,5.0,72.0,14.0,0.0,,5.0,36.0,5.0,4.0,6.0,4.0,4.0,4.0,27.0,37.0,19.0,15.0,4.0,11.0,,0.0,14.0,0.0,63.0,,263.0,29.0,,22.0,,11.0,59.0,0.0,4.0,3.0,5.0,10.0,78.0,,0.0,3.0,,63.0,55.0,0.0,7.0,0.0
Kenya,7043.0,143.0,10.0,122.0,9.0,437.0,182.0,35.0,134.0,11.0,86.0,319.0,0.0,,20.0,81.0,99.0,76.0,151.0,48.0,22.0,127.0,313.0,484.0,96.0,750.0,7.0,192.0,6.0,46.0,30.0,36.0,286.0,16.0,241.0,214.0,35.0,262.0,42.0,44.0,193.0,0.0,6.0,25.0,27.0,78.0,832.0,0.0,0.0,25.0,10.0,146.0,416.0,9.0,59.0,
Kiribati,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, North",49.0,0.0,0.0,,0.0,9.0,3.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0
"Korea, South",20846.0,325.0,50.0,209.0,36.0,6621.0,210.0,120.0,85.0,36.0,376.0,1337.0,62.0,215.0,20.0,700.0,103.0,67.0,64.0,58.0,44.0,15.0,773.0,339.0,306.0,125.0,29.0,94.0,10.0,26.0,132.0,18.0,1666.0,44.0,1907.0,302.0,3.0,185.0,48.0,129.0,490.0,0.0,11.0,61.0,14.0,174.0,1213.0,11.0,42.0,60.0,3.0,1096.0,669.0,8.0,90.0,15.0
Kosovo,782.0,0.0,3.0,19.0,3.0,17.0,,43.0,0.0,0.0,27.0,15.0,0.0,0.0,4.0,43.0,0.0,8.0,,5.0,0.0,0.0,4.0,23.0,38.0,7.0,0.0,4.0,0.0,,4.0,,35.0,4.0,340.0,10.0,,5.0,8.0,,25.0,0.0,,,,9.0,40.0,0.0,0.0,4.0,,7.0,7.0,0.0,6.0,0.0
Kuwait,1044.0,14.0,,18.0,0.0,133.0,4.0,5.0,,,44.0,23.0,0.0,0.0,3.0,71.0,16.0,6.0,5.0,12.0,17.0,5.0,20.0,24.0,65.0,13.0,5.0,15.0,0.0,,4.0,,44.0,4.0,87.0,29.0,0.0,36.0,7.0,8.0,33.0,0.0,,3.0,5.0,33.0,135.0,0.0,3.0,13.0,0.0,44.0,22.0,,7.0,0.0
Kyrgyzstan,648.0,4.0,,,,66.0,7.0,5.0,,5.0,40.0,4.0,0.0,0.0,3.0,33.0,,0.0,,,8.0,,15.0,31.0,3.0,5.0,,12.0,,,7.0,,16.0,0.0,140.0,8.0,,19.0,4.0,29.0,25.0,,,3.0,0.0,11.0,29.0,,0.0,3.0,,32.0,57.0,0.0,3.0,0.0
Laos,949.0,6.0,26.0,4.0,13.0,239.0,11.0,8.0,0.0,0.0,22.0,12.0,0.0,10.0,0.0,25.0,,23.0,18.0,0.0,11.0,,,19.0,11.0,164.0,,8.0,3.0,3.0,4.0,,,,6.0,26.0,0.0,12.0,11.0,9.0,16.0,0.0,8.0,,0.0,22.0,52.0,0.0,0.0,12.0,0.0,20.0,23.0,0.0,81.0,0.0
Latvia,436.0,,0.0,4.0,0.0,54.0,9.0,12.0,3.0,,37.0,28.0,0.0,,,27.0,4.0,0.0,,,0.0,,13.0,18.0,4.0,3.0,,12.0,0.0,,0.0,0.0,14.0,,82.0,5.0,0.0,15.0,3.0,5.0,20.0,0.0,0.0,4.0,0.0,3.0,10.0,0.0,0.0,4.0,0.0,11.0,11.0,,9.0,0.0
Lebanon,2879.0,15.0,0.0,44.0,4.0,503.0,20.0,23.0,,6.0,167.0,48.0,0.0,,7.0,60.0,8.0,4.0,15.0,13.0,9.0,,37.0,226.0,545.0,35.0,5.0,13.0,4.0,4.0,22.0,8.0,67.0,6.0,210.0,30.0,5.0,109.0,18.0,23.0,68.0,,17.0,21.0,4.0,43.0,244.0,0.0,0.0,4.0,,89.0,41.0,12.0,14.0,
Lesotho,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,4109.0,,,75.0,3.0,100.0,36.0,35.0,51.0,12.0,43.0,204.0,0.0,,,48.0,48.0,82.0,5.0,26.0,7.0,,275.0,159.0,55.0,526.0,0.0,38.0,6.0,5.0,12.0,5.0,358.0,0.0,265.0,137.0,27.0,100.0,7.0,18.0,779.0,0.0,137.0,9.0,30.0,34.0,189.0,0.0,0.0,15.0,0.0,101.0,24.0,,13.0,0.0
Libya,315.0,0.0,0.0,,0.0,47.0,18.0,9.0,7.0,,15.0,5.0,0.0,0.0,0.0,9.0,4.0,,,,3.0,0.0,6.0,6.0,10.0,7.0,,7.0,0.0,,0.0,,11.0,0.0,16.0,9.0,0.0,13.0,,6.0,15.0,0.0,0.0,4.0,0.0,,36.0,0.0,0.0,0.0,0.0,17.0,14.0,,3.0,0.0
Lithuania,924.0,0.0,,3.0,,62.0,10.0,21.0,,3.0,79.0,22.0,0.0,6.0,6.0,332.0,4.0,0.0,,,,,21.0,23.0,15.0,9.0,0.0,4.0,0.0,0.0,6.0,0.0,64.0,3.0,87.0,9.0,,5.0,,11.0,23.0,,,,,15.0,19.0,0.0,0.0,3.0,0.0,17.0,13.0,,9.0,0.0
Luxembourg,19.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
Macau,120.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,3.0,0.0,,0.0
Macedonia,906.0,,16.0,11.0,,24.0,3.0,48.0,0.0,5.0,60.0,6.0,0.0,,,137.0,41.0,4.0,0.0,0.0,,,5.0,9.0,30.0,3.0,0.0,4.0,0.0,0.0,6.0,3.0,176.0,,157.0,10.0,0.0,32.0,4.0,4.0,20.0,0.0,,3.0,0.0,3.0,16.0,0.0,0.0,,0.0,13.0,4.0,,34.0,
Madagascar,79.0,0.0,0.0,0.0,0.0,12.0,,,0.0,,3.0,6.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,15.0,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,,0.0,,0.0
Malawi,192.0,,,5.0,0.0,13.0,0.0,,0.0,5.0,3.0,14.0,0.0,0.0,0.0,6.0,21.0,,0.0,,,3.0,14.0,,11.0,,,7.0,0.0,0.0,0.0,,6.0,0.0,9.0,8.0,0.0,3.0,,0.0,,0.0,0.0,,,,23.0,0.0,0.0,3.0,0.0,9.0,7.0,0.0,0.0,0.0
Malaysia,2605.0,6.0,3.0,54.0,,400.0,38.0,19.0,3.0,4.0,62.0,127.0,,4.0,6.0,66.0,145.0,39.0,48.0,50.0,21.0,,63.0,44.0,70.0,42.0,6.0,24.0,3.0,11.0,11.0,4.0,77.0,0.0,377.0,75.0,3.0,46.0,50.0,23.0,42.0,,4.0,8.0,,39.0,339.0,0.0,0.0,24.0,,27.0,62.0,3.0,25.0,0.0
Maldives,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,734.0,0.0,,4.0,,12.0,31.0,,0.0,,4.0,22.0,0.0,,0.0,8.0,7.0,4.0,,5.0,4.0,,37.0,5.0,10.0,0.0,0.0,,0.0,,0.0,0.0,16.0,0.0,322.0,17.0,0.0,25.0,0.0,,104.0,0.0,8.0,,0.0,6.0,33.0,0.0,0.0,,0.0,10.0,20.0,,3.0,0.0
Malta,62.0,,0.0,3.0,0.0,7.0,0.0,0.0,0.0,,3.0,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,8.0,3.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,,0.0,,5.0,0.0,3.0,0.0
Marshall Islands,50.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,7.0,0.0,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,12.0,0.0,0.0,,0.0,0.0,0.0
Mauritania,410.0,0.0,0.0,3.0,0.0,,10.0,,0.0,3.0,0.0,14.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,33.0,8.0,0.0,11.0,4.0,3.0,3.0,,3.0,0.0,0.0,4.0,0.0,,,95.0,,0.0,108.0,0.0,0.0,28.0,0.0,,0.0,0.0,25.0,7.0,0.0,0.0,0.0,,18.0,3.0,0.0,0.0,0.0
